"komnr","year","kommunenavn","bef","bef0_19","bef1_5","bef6_12","bef13_15","bef67_79","bef80_89","bef90_","kommunaleveierkm","psyk_17","psyk18_66","knavn","andel_k_bh","barn_k_bh","barn_k_bh_pi","andel_tettbygd","VoteShareLEFT","ENoP","ntodrres","ntodr","n_driftres","u_adm","u_gs","u_utd","u_bh","u_hs","u_sos","u_bv","u_plo","u_kul","u_kv","u_var","u_inf","u_ann","bef_0_5","bef_6_15","bef_16_66","bef_67_79","bef_80_89","bef_90_","skilte_16_59","arbledig_16_59","dod","ikke_gifte_67_","pu_o16","driftsenheter","areal_total","landbrukseiendom","bef_16_22","bef_23_66","sone_snitt","innv_6_15","barn_enslig","fattige","ufor_18_49","flyktninger","opphopning","innb_hoyere_utd","bef_0_1","bef_2_5","barn_u_ks","vertskom_ant","rens_sum","rensekap","int_til","aleneboende","snomengde","snodager","rkb_utg","rkb_ant","rkb_utg_selv","frie","frie_tot","y"
1516,2018,"Ulstein",8555,2283,482,806,387,826,264,62,87,44,150,"Ulstein",13,65,0.00759789580479264,0.808649897575378,0.232075482606888,5.7339448928833,0.699999988079071,4844,0.566218614578247,4.5812974868498,16.0735242548217,1.55137346580947,10.9755698421975,2.97872589129164,3.16528345996493,2.21087083576856,16.3907656341321,3.49760374050263,0.700058445353594,2.83319696084161,4.51817650496785,13.1004091174752,575,1162,5665,837,267,68,415,192,54,442,38,33,97.19,219,818,4847,22991.269,106,168,349,119,162,0.37995724,2021,179,396,37.6333333,0,0,0,25393200,580,113.8,20.1,56718.176,21,30048.176,16852,481611,70.0426651370797
1517,2014,"Hareid",5021,1296,356,409,200,451,219,54,60,35,89,"Hareid",43.9000015258789,136,0.0270862374454737,0.851999998092651,0.138506263494492,5.31325244903564,1.79999995231628,6260,1.24676358699799,6.05994821748656,11.3118900617407,1.4564827723561,8.57438757219677,1.91535550687114,1.5345548695479,1.97868950408285,16.1388169687313,1.38856801433977,0.705238000398327,2.01593308105955,1.92611033658634,7.49233220474009,410,609,3317,466,218,53,227,83,26,340,14,21,82.25,209,481,2836,13288.371,71,145,208,62,129,0.15544861,792,114,296,23.75,0,0,0,4683600,375,159.4,16.6,19920,9,10533,10836,248602,56.2527384923953
1517,2015,"Hareid",5065,1279,317,434,187,475,215,55,60,36,100,"Hareid",43.9000015258789,132,0.0260612051934004,0.859624862670898,0.138506263494492,5.31325244903564,2.59999990463257,9453,1.86633765697479,7.54373149062191,12.3695952615992,1.43277393879566,8.32497532082922,1.93583415597236,1.74195459032577,2.00118460019743,16.3419545903258,1.30365251727542,0.620927936821323,3.10345508390918,2.54392892398815,9.00473840078973,386,627,3344,487,217,57,231,82,27,347,14,19,82.25,208,482,2862,13138.42333333,67,164,214,74,130,0.15800859,833,124,262,48.08,0,0,0,4734400,364.5,224.5,24.9,22163,10,11353,5914,261198,61.1303060676362
1517,2016,"Hareid",5189,1347,324,468,174,493,207,67,60,45,106,"Hareid",48.4000015258789,148,0.0285218730568886,0.868182718753815,0.16266293823719,5.31325244903564,4.40000009536743,17785,3.42744255065918,6.37618038157641,12.8169204085566,1.63750240894199,9.14935440354596,2.10753517055309,2.03006359606861,1.76122566968587,18.0086721911736,1.34515320871073,1.02659471959915,3.01927153594141,3.32106378878397,10.3495856619773,397,627,3365,505,211,65,215,96,24,352,18,19,82.25,208,501,2864,13039.81166667,82,152,197,70,130,0.151011,858,129,268,44.83333333,0,0,0,8428400,354,232.4,27.9,21442,9,11029,16825,276532,66.0269800337966
1517,2017,"Hareid",5185,1322,350,460,175,521,207,64,60,39,109,"Hareid",47.5999984741211,137,0.0264223720878363,0.874059796333313,0.16266293823719,5.31325244903564,0.300000011920929,1319,0.254387646913528,7.7533269045323,13.3913211186114,1.93481195756991,9.50511089681774,2.39228543876567,2.16181292189007,2.17434908389585,19.4730954676953,1.62545805207329,1.38322082931533,3.02275795564127,4.06364513018322,12.029893924783,390,646,3328,528,206,66,217,129,34,369,19,20,82.26,206,467,2861,13055.348,81,136,195,72,127,0.2030423,882,126,264,45.58333333,0,0,0,13097000,362,272,36,26831,10,14481,7776,284011,69.1355834039048
1517,2018,"Hareid",5150,1305,315,472,185,528,204,64,60,31,113,"Hareid",50.2000007629395,152,0.0295145623385906,0.873592257499695,0.16266293823719,5.31325244903564,-0.300000011920929,-1352,-0.262524276971817,6.01436893203883,13.7417475728155,1.76,9.72757281553398,2.55126213592233,5.04660194174757,3.08097087378641,20.8932038834951,1.60563106796116,0.924077669902913,3.24407766990291,3.79242718446602,11.326213592233,380,669,3305,539,206,62,202,123,34,385,20,18,82.26,205,450,2855,13055.353,83,123,246,82,107,0.23045022,900,116,264,41.18,0,0,0,10486775,358,157.2,26.3,28265,10,15565,10058,294065,72.119417470601
1519,2014,"Volda",8909,2250,517,776,332,880,369,102,132,46,228,"Volda",52.5999984741211,244,0.027388034388423,0.691999971866608,0.221635967493057,7.36363649368286,1.89999997615814,14615,1.64047586917877,4.2534515658323,12.9684588618251,1.5559546525985,7.85464137389157,3.33112582781457,2.42979009989898,1.81670221124705,19.0534291166236,1.61645526995173,0.662251655629139,1.4011673588506,2.12414412391963,7.3599730609496,594,1134,5822,907,365,109,402,69,47,560,32,108,547.22,550,970,4852,58628.89866667,58,180,301,104,92,0.10519224,2455,170,424,69.67,0,0,0,21393200,584,485.1,40,20333,8,11989,10953,430882,60.7080479872616
1519,2015,"Volda",8977,2257,508,796,335,933,361,112,132,69,233,"Volda",52.5999984741211,247,0.0275147594511509,0.692993223667145,0.221635967493057,7.36363649368286,3.09999990463257,24060,2.68018269538879,3.99131112843934,13.2241283279492,1.59418513980172,7.73376406371839,3.36103375292414,2.99041996212543,1.76294976049905,18.7090341985073,1.84582822769299,0.922914113846497,2.4442464074858,2.29943188147488,9.10660577030188,544,1162,5850,943,355,114,393,70,46,573,29,110,547.22,553,971,4879,58372.211,62,161,330,111,108,0.11265282,2520,158,386,47.33,0,0,0,24047800,566,663.1,68.1,23755,9,14026,12600,457757,63.5594296598535
1519,2016,"Volda",9037,2222,472,824,326,975,340,116,139,68,236,"Volda",52,233,0.0257828924804926,0.744273543357849,0.286712050437927,6.33912992477417,2.70000004768372,22264,2.46364951133728,4.67821179594998,13.6288591346686,1.94068828150935,8.16587363062963,3.68960938364501,4.01604514772602,1.85791745048135,19.8310279960164,2.00520084098705,1.02633617350891,2.68396591789311,2.95651211685294,10.6127033307514,565,1161,5871,999,341,116,384,85,45,567,31,107,547.22,559,965,4906,58000.29166667,66,192,286,102,138,0.11430563,2623,193,372,61.25,0,0,0,27299100,548,719.7,64.8,29000,11,16273,22097,485342,68.9438973812056
1519,2017,"Volda",9102,2226,448,823,330,1017,349,115,142,80,233,"Volda",55.7000007629395,250,0.0274664908647537,0.749505579471588,0.286712050437927,6.33912992477417,4.59999990463257,41117,4.51735877990723,4.45374642935619,13.9575917380795,2.00747088551967,8.32058888156449,3.91990771259064,4.28400351571083,2.62008349813228,21.3894748406944,1.95660294440782,1.15183476159086,2.26972094045265,3.06613931004175,10.4517688420127,558,1153,5867,1039,347,109,378,100,60,577,38,105,547.24,559,965,4902,57718.99466667,63,177,336,113,147,0.15330539,2704,196,362,75.66666667,0,0,0,36928500,598,799.3,71.4,38850,13,22795,42730,500223,73.9145242380483
1519,2018,"Volda",9188,2196,461,811,339,1048,360,103,143,73,244,"Volda",55.5999984741211,263,0.0286242924630642,0.750761866569519,0.286712050437927,6.33912992477417,0.699999988079071,6207,0.675555050373077,5.21027427078798,14.1811057901611,1.9177187636047,8.72442316064432,4.25228558989987,4.53580757509795,2.76795820635612,22.7260557248585,1.94275141488899,1.214954288202,2.76306051371354,3.08424031345233,10.9227252938616,576,1137,5906,1062,371,104,377,96,64,596,41,104,547.24,563,941,4965,57467.98366667,76,169,355,124,162,0.1521945,2802,198,378,67.7466667,0,0,0,33361900,597,398.4,49.6,47143,16,26823,-8007,522786,73.9961906620405
1520,2014,"Ørsta",10536,2683,678,927,378,1061,514,129,155,52,241,"Ørsta",59.2999992370605,373,0.0354024283587933,0.656999945640564,0.246598109602928,5.5846152305603,2.59999990463257,19906,1.88933181762695,4.08390280941534,11.6138952164009,0.88078967350038,8.54014806378132,1.97038724373576,1.82355732725892,1.9504555808656,19.3460516324981,1.98111237661352,0.976271829916477,1.89123006833713,2.72598709187547,8.45539104024298,783,1326,6727,1086,507,131,434,92,59,734,31,191,804.43,803,974,5753,91542.19333333,70,236,204,155,112,0.07337637,1961,240,543,91.58,0,0,0,15687800,776,515,43.6,22645,10,12215,22503,528252,59.6731207318259
1520,2015,"Ørsta",10589,2673,670,931,404,1101,508,124,156,60,238,"Ørsta",59.2999992370605,357,0.0337142311036587,0.665501952171326,0.246598109602928,5.5846152305603,4.30000019073486,34182,3.22806692123413,4.19879119841345,11.895551987912,0.864670884880536,8.45537822268392,2.21588440834829,1.7865709698744,3.04825762583813,19.1770705449051,2.10010388138634,0.936065728586269,2.53650014165644,2.91613938993295,9.35348002644253,774,1355,6741,1110,514,129,450,105,54,718,34,184,804.43,802,954,5787,91013.38966667,67,245,240,161,120,0.10113539,2007,239,535,76.17,0,0,0,14678600,765.5,683.9,73.5,19394,9,9665,9861,561061,63.3590519056519
1520,2016,"Ørsta",10677,2670,633,951,417,1138,512,124,163,85,218,"Ørsta",59,355,0.0332490392029285,0.668539881706238,0.190486460924149,5.88648653030396,2.5,20320,1.90315628051758,4.26308888264494,12.3809122412663,0.855952046454997,8.89069963472886,2.41453591832912,1.91364615528707,3.04373887796197,20.4209047485249,2.34766320127377,1.13533764165964,2.74374824388873,3.18722487590147,10.2699260091786,742,1355,6810,1160,505,129,445,119,53,724,37,178,804.43,798,983,5827,91083.305,74,246,249,171,128,0.11566656,2091,224,518,87.91666667,0,0,0,18713400,755,809.4,70,22910,8,13654,26486,585442,65.5006087484393
1520,2017,"Ørsta",10744,2669,637,963,418,1178,498,126,163,92,244,"Ørsta",58,342,0.031831718981266,0.711932241916656,0.190486460924149,5.88648653030396,1.10000002384186,9153,0.851917326450348,4.39212583767684,12.9069247952346,0.899199553239017,9.50688756515264,2.46556217423678,2.13077066269546,2.79458302308265,21.7907669396873,2.28239017125838,1.1963886820551,2.68512658227848,3.21314221891288,10.2762472077439,744,1391,6834,1205,482,127,434,155,74,744,37,176,804.43,799,967,5867,90513.975,86,236,239,171,139,0.13927954,2146,223,521,67.70833333,0,0,0,19869000,776,918.8,79.5,31028,11,17443,16678,600481,67.1157855319604
1520,2018,"Ørsta",10812,2670,625,985,400,1225,474,136,164,99,253,"Ørsta",58.7999992370605,336,0.0310765821486712,0.71503883600235,0.190486460924149,5.88648653030396,0.300000011920929,2925,0.270532727241516,4.67378838327784,13.1300406955235,0.910099889012209,9.80068442471328,2.63235294117647,2.41814650388457,2.98594154642989,22.8658897521273,2.2369589345172,1.10960044395117,3.10913799482057,3.37439881613023,10.7401960784314,725,1383,6897,1248,463,143,424,139,74,771,37,174,804.44,803,992,5905,90094.07833333,91,222,241,183,142,0.12150262,2208,224,501,82.7666667,0,0,0,20650800,799,495.2,53.8,27470,10,14770,17076,619934,69.5175730528057
