,Turisme_pris,Tjenster_pris,TurTje_pris,Varer_pris,TurTjeVar_pris,Energi_pris,TurTjeVarEne_pris,Biler_pris,Turisme_maengde,Tjenester_maengde,TurTje_maengde,Varer_maengde,TurTjeVar_maengde,Energi_maengde,TurTjeVarEne_maengde,Biler_maengde
1994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5673,43451,11346.0,111141,122487.0,22067,144554.0,41456
1995,0.9290906374426164,1.022965189065257,1.0143175736656038,1.0293982126810315,1.0237676085327807,1.0054040720610549,1.021673196160596,1.041249262746894,5789,57541,11578.0,109097,120675.0,21944,142619.0,41182
1996,0.9529943698808351,1.0331633202687216,1.0258120485248703,1.051176432601695,1.0418214354889355,1.064030107026137,1.044481648686606,1.0792285293838981,5800,55789,11600.0,105581,117181.0,22352,139533.0,40057
1997,0.9795080402689099,1.0553957790782955,1.0479484296114743,1.068285333175111,1.0605433612367041,1.0879876733683387,1.0638452846053466,1.1094243311526972,5869,58524,11738.0,103906,115644.0,21794,137438.0,44585
1998,1.0257141153827942,1.0691252289491056,1.0650343925089618,1.0948696950842263,1.0833161193820773,1.1350507477537652,1.0894215656665485,1.115070265081585,5496,60128,10992.0,104494,115486.0,21642,137128.0,42313
1999,1.072623388231066,1.1143421656495769,1.1101466706851097,1.1172068611914625,1.114424896223591,1.1897821722950783,1.1228682122897284,1.1585753847837041,5555,59286,11110.0,103268,114378.0,20522,134900.0,36940
2000,1.1468592874050083,1.1399872295168219,1.1406859776640028,1.1362485475607242,1.1379884165594665,1.2968639527895593,1.1555013015563191,1.252981577317906,5736,57930,11472.0,98355,109827.0,20648,130475.0,30002
2001,1.225311916782506,1.174113407044434,1.1792384923415908,1.162275668263896,1.1689775641434186,1.3374423195733787,1.1891650374381144,1.2715407523353481,5174,57371,10348.0,92094,102442.0,21739,124181.0,28050
2002,1.269112152834532,1.2219971153132165,1.2265637652720123,1.187478640932074,1.202861896769645,1.4049985530953364,1.2273499275871806,1.3049676831313688,4696,56278,9392.0,90680,100072.0,21159,121231.0,28171
2003,1.2540407105796176,1.3003273660014403,1.2960001167071649,1.2011129557320925,1.2387549880307689,1.3984003322978178,1.2581646756248166,1.3378441739769396,4459,57485,8918.0,92483,101401.0,21512,122913.0,26687
2004,1.2735599049566972,1.346232431559947,1.339346518032555,1.1978795691527366,1.253829130958223,1.4131648893238309,1.2730484860966575,1.357684667544843,4488,54558,8976.0,88393,97369.0,22406,119775.0,24860
2005,1.2682133014305252,1.391407646985639,1.3784586659524485,1.2034781148045646,1.2742651523207411,1.475346633275736,1.2971410746019085,1.3923369471555223,5290,56398,10580.0,89039,99619.0,22563,122182.0,28058
2006,1.354592400392613,1.4264400594161353,1.4187336273426552,1.2155401572799203,1.3005340726614896,1.5455029208725468,1.3275386671402474,1.4144675680128105,6034,54575,12068.0,93358,105426.0,22898,128324.0,34192
2007,1.4023899957470476,1.4584647142996907,1.451441171492428,1.2365052051418899,1.3255798476041942,1.558123269220922,1.349647435241736,1.423269891626928,5819,53049,11638.0,92749,104387.0,20506,124893.0,32712
2008,1.4633856006619779,1.5092013569547862,1.503118209859877,1.2750171662515262,1.3684669711316266,1.6495294955784023,1.3987415204312976,1.4842102388848297,5249,49531,10498.0,84914,95412.0,19959,115371.0,25539
2009,1.5434804094022807,1.5794031840869875,1.5751077243120468,1.2852416674836764,1.4015965901092429,1.6339493220104089,1.4276908832322224,1.484881860970126,5801,47727,11602.0,82433,94035.0,19641,113676.0,20807
2010,1.5759927171258694,1.6170163292294608,1.6124069978470263,1.2929434100888804,1.4211312126567102,1.7493516647041878,1.4628733563730212,1.5143410903973076,5737,48627,11474.0,81010,92484.0,22687,115171.0,25678
2011,1.5754415142497886,1.655472417573949,1.6459012636701804,1.3259304555003877,1.4554872928761209,1.8413375357414752,1.5003585996611648,1.5733647183082444,5262,47377,10524.0,81934,92458.0,20294,112752.0,27572
2012,1.551881081334333,1.7202070706175823,1.7004795086604436,1.358369573005697,1.50097957673134,1.873402391900443,1.5439552111857275,1.606236928601143,5570,47998,11140.0,78540,89680.0,20934,110614.0,24843
2013,1.5658627366188789,1.7214660714662593,1.7025531468351176,1.3655313525499113,1.5054401369523762,1.9085217506172025,1.5523039850727294,1.5710391985603382,5860,44638,11720.0,76487,88207.0,20338,108545.0,19729
2014,1.5461154866189826,1.7549370681128862,1.7252875476187106,1.3593917544787233,1.5108874704888429,1.9384022619662393,1.5603566376814935,1.5772568368857192,6335,43462,12670.0,73980,86650.0,20233,106883.0,20539
2015,1.5502865612648222,1.795218421993867,1.7665715586525228,1.3770171060341911,1.5419358331988497,1.8234784867111071,1.574301927776805,1.5189086227970572,4922,43924,9844.0,72786,82630.0,18758,101388.0,25010
2016,1.573779434241776,1.7806331729851004,1.7535447299254514,1.3702737979565265,1.5331645208763398,1.7816174952082793,1.561403507948842,1.508392486417829,4524,42030,9048.0,72248,81296.0,18163,99459.0,24386
2017,1.6161937600527163,1.7958918866696798,1.7701026293216686,1.3718336769095267,1.5428470114066235,1.7604045012771623,1.5708712203326063,1.5138485676799696,6705,42915,13410.0,70483,83893.0,22848,106741.0,17008
2018,1.6866611297213518,1.8285621355050905,1.8085184672222319,1.3509310995210022,1.5455434489987616,1.7484009520932358,1.5706817789683511,1.504134711784206,7429,41577,14858.0,70003,84861.0,22119,106980.0,17173
2019,1.705701099912575,1.8503425373667013,1.8314645228573885,1.3570962795548538,1.5587829288598316,1.7589536803701333,1.5834572973771497,1.5207191539276355,5436,40087,10872.0,70948,81820.0,21277,103097.0,18116
