"1",1994,24262.59,84.7,94.55,1961.3,984.65,164.04,149.89,225,44.83,1289.17,1055.4,55.89,515.9,31.04,29.15,1153.03,1352.71,273.78,57.31,0,142.02,64.58,411.07,927.87,138.4,0,321.6,1094.37,452.25,345.38,477.4,202.91,45.06,17.94,21.46,944.97,0.04,178.54,41.68,1374.05,41.15,235.46,581.01,211.28,0.66,137.66,163.68,947.22,1160.84,674.29,3.69,375.61,166.29,23.78,63.69,82.33,856.83,95.66,32.89,152.59,1072.58,459.47,9055.17,544.7,0,1542.5,23.27,109.07,0,1863.67,18.23,1.51,0,3694.79,135.88,1121.55,0,10840.54,175.31,2384.22,4188.49,886.84,246.91,181.54,208.82,208.81,652.74,1229.05,461.69,16.12,53254.17,14088,17.21,17818.25,869.99,2187.73,0,0,104.73,0,0,1876.57,1125.14,1142.74,752.44,24.34,703.73,4624.92,1077.44,99.09,1690.6,202,477.24,4372.01,12229.68,2837.59,155.93,305.38,1019.91,610.71,0,0,153.86,87.54,543,101.77,0,81.07,380.38,616.77,361.54,69.1,68.89,99.16,14.74,107.87,0,0,84.21,118.21,571.02,65.19,378.63,550.04,32.62,285.35,451.05,14.82,765.35,867.92,113.53,48.25,268.28,4202.23,1311.93,5.36,56.79,1011.82,0,0,0,106.99,12.68,1234.5,0,462.16,0,33708.49,0,15438.39,425.74,541.22,0,1159.75,0,253.11,5845.61,0,119.37,3549.89,468.41,1473.01,434.94,0,0,0,1011.9,74.86,94.98,710.62,2066.29,30.81,9.59,3831.52,235.9,73.66,159.39,0,2999.79,210.01,0,152.77,22183.14,647.18,1540.4,14.61,222.58,0,907.08,0,96.42,121.19,1224.96,0,120.54,67.74,826.73,592.07,0,108.37,107.74,0,343.89,1002.55,98.96,194.95,0,92.8,1591.88,81.55,643.77,476.99,307.38,522.24,590.24,308.01,1943.3,675.4,204.69,0,1511.07,590.49,106.12,15.16,0,1057.98,920.24,220.16,98.34,97.61,3.7,1886.06,568.16,126.71,94.04,87.66,259.75,7650.11,6561.27,32.3,0,443.64,530.35,82.55,15534.12,245.41,985.54,207.56,150.74,21.59,165.8,2444.02,0,537.07,182.18,22.58,179.44,114.42,3.68,176.24,1802.33,45.22,228.98,2384.37,473.51,2659.11,122.61,617.72,828.17,0,258.7,0,581.53,95.6
"2",1995,25922.54,81.09,100.57,2054.74,1067.79,182.7,150.7,226.28,84.2,1498.05,1088.18,107.53,512.49,11.13,40.09,1268.85,1234.16,198.12,103.58,0,112.28,77.37,502.37,962.24,131.49,1.07,355.89,1284.43,504.88,414.18,491.1,201.66,17.34,47.15,17.29,1046.13,8.13,205.75,72.21,1349.14,130.83,380.08,714.44,232.7,1.58,128.56,173.13,956.71,1079.58,658.46,9.23,388.1,173.76,33.91,60.59,64.47,949.72,123.37,28.22,140.04,1153.87,528.84,8503.74,533.68,2.57,1609.48,27.44,96.17,0,1869,16.51,3.54,0,3268.06,146.92,930.37,0,10999.21,113.77,2514.93,4312.44,970.93,218.18,189.41,239.72,211.61,670.27,980.73,562.09,15.13,52632.82,13176.37,44.28,18709.98,732.5,2224.64,0,0,107.54,0,0,1610.85,1160.59,1198.91,791.95,25.38,851.14,4727.7,965.76,141.48,1328.56,145.54,342.56,4347.09,12511.58,3086.77,164.15,200.26,725.27,451.4,0,0,197.84,134.03,982.59,77.58,0,87.15,371.88,592.85,332.76,54.51,76.24,51.09,8.22,68.67,30.46,0,49.49,106.78,381.32,68.7,566.76,584.49,31.3,278.36,438.11,11.71,782.23,930.22,172.08,102.52,313.79,3870.11,1417.88,20.2,43.96,689.25,0,0,0,67.25,74,1102.95,0,454.62,0,30338.3,0,11598.22,364.36,575.22,0,1082.72,0,153.64,6345.89,0,38.33,3466.16,714.17,1539.23,369.73,0,0,0,784.84,107.37,265.46,769.75,2085.61,62.64,14.96,4586.65,288.69,61.87,152.4,0,3617.07,233.91,0,232.71,21895.02,645.95,963.05,16.73,220.6,29.15,613.5,256.84,90.81,62.15,1080.72,0,115.96,49.24,311.55,314.38,0,79.67,219.8,0,374.33,1109.68,124.67,269.65,6.75,127.19,1547.01,106.72,715.94,454.14,292.63,743.57,493.89,339.27,2017.82,522.29,319.84,0,1561.37,628.07,119.91,17.13,0,1359.18,1123.32,282.56,103.36,111.54,0,1953.09,722.41,248.2,116.43,42.89,314.89,8618.22,6850.06,34.88,820.14,310.57,512.71,89.86,15833.99,335.98,977.16,117.01,40.28,21.46,145.94,2569.65,0,439.09,173.47,12.32,208.29,87.76,2.56,159.56,1907.62,42.62,316.92,2376.75,506.66,2801.19,230.81,651.77,789.35,92.73,140.06,297.31,290.53,99.14
"3",1996,27148.85,86.53,84.35,2212.12,1182.86,218.55,146.78,213.14,98.8,1548.02,995.66,101,595.19,9.38,28.99,1305.78,1316.55,272.81,106.06,0,108.53,100.81,618.43,993.94,168.83,0.92,357.16,1339.71,472.29,390.09,517.42,188.19,19.21,45.15,17.93,1197.85,10.35,219.79,75.03,1293.68,136.07,436.67,601.86,259.96,0.96,130.62,210.97,1041.61,1167.41,702.86,12.06,394.07,138.87,52.28,79.18,80.16,881.41,94.38,17.35,127.14,1310.7,614.38,7954.16,650.81,6.31,1725.18,44.82,79.53,0,1693.97,14.66,8.75,0,2785.9,194.19,750.04,0,12154.31,136.39,3229.41,4320.93,1563.42,319.54,129.3,413.8,27.44,493.88,1001.24,502.11,16.85,53893.3,11726.15,56.39,21321.89,675.85,1936.69,0,0,154.64,0,0,1699.39,1176.4,1171.08,1150.58,21.38,893.07,4663.73,1446.07,56.79,1404.25,32.05,299.58,4007.32,13067.55,3651.54,248.2,190.06,669.53,403.39,0,0,134.93,101.86,1083.86,65.83,0,97.54,313.44,594.58,307.02,65.54,108.82,46.07,42.35,23.16,25.79,0,64.51,63.5,298.07,72.52,600.18,575.34,37.43,231.67,482.07,22.81,759.1,808.63,292.41,142.19,443.61,4050.28,1404.79,20.23,57.19,688.65,0,0,0,29.32,117.71,1315.09,0,417.3,0,34647.33,0,13670.55,1282.98,624.88,0,1848.63,0,164.55,7016.16,0,87.65,3783.02,699.69,1623.21,335.4,0,0,0,476.01,100.19,302.11,692.12,1863.94,52.31,23.93,3925.13,245.91,71.66,124.63,0,3220.27,63.52,4.03,195.11,23769.17,579.85,1194.06,23.56,341.14,18.56,836.37,199.14,70.41,89.85,1210.94,0,152.43,51.98,90.41,9.77,0,83.5,473.53,0,347.86,1103.62,150.96,301.83,10.11,153.27,1413.56,119.59,748.77,473.42,410.15,1015.18,674.65,360.95,2184.98,403.27,324.57,0,1387.32,698.06,127.78,18.25,0,1821.53,1311.09,219.23,116.27,100.5,0,2346.9,658.87,289.1,37.88,27.78,304.11,8308.73,6537.22,45.91,619.01,349.23,562.3,195.06,16346,373.01,869.69,108.68,36.72,3.27,165.8,2584.08,0,220.12,231.37,15.87,249.67,159.64,5.54,227.64,2394.48,117.03,96.65,2555.37,621.99,2995.39,114.67,779.15,490.99,141.48,79.33,298.46,304.23,105.68
"4",1997,28471.29,89.19,79.04,2428.28,1193.85,175.83,156.29,251.03,59.46,1540.32,1057.72,47.04,634.82,7.13,37.29,1350.13,1454.76,284.57,97.16,0,154.44,103.35,673.4,1060.05,181.51,1.22,366.93,1581.49,496.68,357.42,565.32,175.84,23.05,34.02,21.79,1294.1,18.38,239.16,81.61,1307.94,174.75,392.83,493.46,209.45,3.02,125.99,199.87,1048,1285.09,690.25,18.25,416.3,187.75,61.78,60.54,106.29,1000.92,133.88,19.88,140.43,1441.66,579.29,9450.74,798.53,5.37,2166.48,56.59,100.66,0,2356.42,20.45,5.51,0,2834.46,152,954.27,0,12409.85,164.52,3469.43,4258.61,1685.4,366.18,112.52,279.51,28.05,633.72,846.49,555.07,10.35,59885.38,12035.91,125.27,22749.97,827.18,2313.17,0,0,204.93,0,0,2314.54,1160.25,1257.41,1496.46,22.38,1193.91,5007.37,2424.9,51.97,2041.8,30.57,343.54,4283.85,14011.94,3479.34,307.25,282.59,810.86,454.94,0,0,53.93,145.57,672.68,158.14,0,86.77,365.96,708.85,400.97,93.1,106.43,183.39,28.11,40.18,48.71,0,18.59,137.6,290.84,72.73,784.01,234.61,27.41,418.72,581.06,10.16,811.58,1122.13,597.96,105.32,371.45,5152.31,1493.16,9.16,36.38,1635.41,0,0,0,67.11,120.34,1315.55,0,424.42,50.78,36903.31,0,14945.22,3250.44,624.28,0,1647.89,0,276.85,5944.19,0,43.67,3465.72,764.32,1914.58,409.36,0,0,0,567.87,90.95,409.4,618.99,1896.4,23.3,9.88,4196.16,265.33,71.34,157.64,0,3413.9,60.42,10.91,216.62,25680.12,352.09,1620.22,17.51,532.55,85.48,781.38,194.46,51.43,59.51,931.86,0,115.69,289.71,135.32,133.23,0,0,445.27,0,424.06,1348.16,397.61,890.9,0,76.48,1425.4,116.07,659.45,481.86,340.04,1569.96,489.39,255.05,2251.25,269.15,205.26,0,1766.9,573.99,82.57,11.8,0,1700.1,1100.38,216.17,73.95,102.53,0,3105.93,746.32,454.17,51.76,5.02,235.37,7982.94,6296.96,37.85,622.12,353.52,614.59,57.9,17956.26,503.42,1102.19,117.64,92.86,1.6,174.55,2522.72,0,289.71,93.25,130.16,231.07,128.84,52.68,60.55,2214.23,593.17,822.24,2696.22,708.78,3280.34,90.73,857.32,422.48,168.36,135.45,271.4,153.43,40.87
"5",1998,28180.71,89.28,81.64,2508.11,1151.88,203.62,155.16,302.18,55.89,1445.95,887.19,91.55,700.48,4.53,27.75,1288.12,1436.11,293.65,66.72,0,129.12,76.83,710.11,969.18,202.52,1.99,384.54,1669.8,450.82,330.19,539.08,172.29,38.36,34.71,15.05,1229.88,7.31,249.49,60.27,1303.08,171.12,375.63,499.52,246.1,2.28,133.29,278.82,947.33,1244.62,698.21,9.3,402.07,196.73,60.34,65.33,90.41,1186.4,138.96,30.86,160.56,1331.51,546.89,9727.28,755.44,7.47,2020.06,41.32,92.96,0,2120.2,19.14,5.56,0,3762.26,174.59,728.28,0,13581.67,163.73,5095.24,3903.17,1560.13,375.11,408.63,257.25,24.05,703.37,684.68,394.45,11.86,63805.89,13732.24,67.39,22123.8,737.97,2620.98,0,0,233.46,0,0,3721.64,1275.34,1272.87,1551.28,40.36,1483.49,5146.34,1738.12,14.14,1965.07,42.06,641.36,5397.98,15247.51,3741.6,316.12,496.1,909.08,635.99,0,0,144.91,115.83,492.81,165.71,0,87.03,338.44,927.12,495.73,162.97,136.64,191.84,19.83,20.03,17.14,0,137.94,148.99,378.63,90.12,851.57,163.21,57.64,301.15,598.47,7.97,945.85,1088.16,671.3,14.52,377.07,4919.22,1754.47,0.09,37.74,1042.68,0,0,0,62.85,37.04,1468.46,0,467.2,48.69,42561.66,0,18407.26,4477.95,338.38,0,1611.86,0,375.91,6424.01,0,21.17,4129.36,1139.38,2069.89,450.22,0,0,0,476.66,20.39,258.93,379.11,1934.81,36.3,10.07,4182.08,243.52,74.84,170.79,0,3360.51,77.53,70.28,184.61,25717.41,857.15,2116.55,14.05,95.4,0,1058.91,585.72,36.36,102.76,1051.88,0,205.5,173.52,141.6,89.69,0,0,500.72,0,277.77,1144.22,381.71,659.45,0,56.13,1446.23,152.75,743.62,395.65,329.51,1673.02,594.91,355.64,2195.21,307.62,202.2,0,1680.64,855.18,159.65,22.81,0,1308.95,889.8,183.67,88.01,104.33,54.46,2424.46,530.5,218.48,114.72,47.43,149.87,9982.6,8227.12,32.74,583.2,562.24,549.85,27.45,20328.12,616.55,1154.64,209.11,113.77,0,198.77,2566.09,0,817.12,182.86,175.24,142.84,145.19,12.35,42.84,2192.25,689.34,1042.24,3073.47,678.81,3756.74,68.98,880.46,589.09,166.55,135.88,386.9,230.89,59.15
"6",1999,29756.2,76.47,63.12,2447.93,1069.82,159.66,156.28,336.63,70.75,1450.61,1186.44,80.2,835.92,4.03,43.64,1344.2,1766.83,381.76,86.27,44.84,76.43,61.7,650.85,987.77,284.23,1.38,408.51,1632.83,462.77,316.58,485.01,204.62,42.65,29.97,20.3,1293.91,4.57,242.28,101.54,1520.04,173.96,466.22,473.45,280.06,3.26,121.64,244.35,959.99,1492.78,670.97,8.61,533.8,265.14,106.56,86.23,123.54,997.32,121.98,46.5,195.09,1393.02,558.39,11788.32,923.9,9.91,2340.06,68.58,104.01,0,2379.02,19.88,4.43,0,4767.37,153.45,1017.71,0,16083.73,135.79,5497.17,4798.12,1862.01,435.64,336.08,263.2,42.13,846.03,1463.86,396.4,7.3,64543.32,14029.66,75.01,24088.08,729.9,2112.8,0,0,224.1,0,0,2243.45,1316.64,1415.91,1500.12,8.9,1301.5,5585.41,2234.42,33.46,1831.04,107.23,448.41,5257.28,15068,2708.81,99.1,405.9,1035.13,724.7,0,0,812.21,25.76,329.64,208.7,0,127.74,322.61,833.01,389.59,133,113.49,211.29,0,127.42,57.07,0,48.02,217.16,354.99,58.41,853.25,186.79,93.93,335.59,888.23,0,933.47,1159.99,592.41,162.09,518.5,4648.63,2037.15,2.31,66.74,231.09,0,0,0,85.38,5.59,1706.61,0,477.11,36.65,42057.82,0,18337.73,670.73,424.98,0,1575.03,0,543.07,8091.33,0,22.41,4445.54,1126.85,2640.24,554.36,0,0,0,581.45,38.95,366.06,239.53,2235.86,97.25,66.45,4968.42,292.45,77.23,192.17,0,4000.61,118.23,115.64,172.09,30444.35,1123,1642.57,7.27,35.46,0,1097.22,982.9,55.4,34.57,829.98,0,91.62,118.42,474.78,769.8,0,0,163.83,6.21,359.78,1454.58,627.03,966.61,22.59,163.49,1605.3,130.13,1065.94,457.73,346.03,1711.2,620.54,442.73,2397.2,380.97,259.79,0,2646.2,1033.89,204.93,29.28,0,1143.89,865.63,249.14,141.18,136.24,89.79,3459.51,781.25,336.99,109.83,85.26,249.17,13010.11,10695.85,32.72,744.92,792.09,744.53,0,21136.66,679.92,1290.67,308.53,117.99,19.08,283.9,2779.91,0,635.74,172.74,107.67,216.29,167.38,11.98,103.17,2436.38,174.17,946.72,3209.67,843.52,4171.77,74.81,1015.47,723.66,80.69,135.89,357.74,64.44,6.76
"7",2000,32311.23,89.79,73.85,2538.84,1082.86,152.55,199.59,394.14,98.64,1630.01,1322.69,281.72,952.2,7.44,43.41,1620.85,2043,390,106.74,133.45,129.24,107.1,545.06,1048.22,299,1.14,482.37,1767.39,485.6,371.14,516.54,178.88,49.41,43.3,18.13,1419.25,7.5,241.7,99,1803.44,139.86,500.87,469.14,288.34,1.73,130.75,267.66,994.62,1665.13,639.39,3.82,582.66,248.62,30.07,81.25,135.77,819.33,130.75,43.43,211.86,1489.05,661.95,10761.01,896.25,0,2465.56,58.39,164.38,0,2316.18,19.28,6.09,0,4041.21,23.18,770.49,0,16497.9,90.32,4272.34,6580.57,1528.11,431.9,389.43,352.26,22.68,681.7,1652.42,472.61,23.56,68753.62,13901.34,99.34,25441.83,1409.66,2342.32,0,0,146.81,0,0,2802.07,1528.39,1555.39,1710.15,57.57,1187.72,6226.36,2252.79,49.7,1208.79,24.15,524.61,6284.63,14709.19,3376.42,66.31,369.98,1161.08,595.92,0,0,288.14,280.97,363.44,205.21,0,71.41,284.38,813.37,266.44,59.02,145.51,71.53,40.89,123.45,0,0,114.21,261.15,507.81,110.81,593.91,341.49,78.21,243.17,614.33,0,891.31,1229.56,217.71,419.41,502.64,5120.85,2076.14,2.76,75.91,220.86,0,0,0,104.48,12.29,2088.26,0,508.77,31.38,38605.78,0,13565.73,-25.74,665.24,0,1090.52,0,540.54,8957.05,0,18.74,4780.21,1049.99,3246.76,493.21,0,0,0,887.04,125.28,395.74,238.21,2461.11,45.02,71.13,5462.53,265.49,90.94,334.63,0,4422.56,167.63,161.64,19.64,29455.48,700.63,929.86,18.27,155.83,0,1615.58,645.45,171.4,93.23,1512.52,0,97.59,134.27,423.36,-46.81,0,0,150.17,5.66,952.78,1485.83,520.83,586.89,26.18,255.18,1833.76,83.44,810.96,553.86,280.38,1203.89,811.63,444.97,2594.57,370.86,663.18,0,2096.72,1009.86,232.61,33.23,0,932.27,845.41,245.9,141.62,144.21,65.51,3621.94,899.95,262.35,104.01,90.23,443.36,12978.94,10750.7,40.74,698.93,731.1,753.44,4.03,21186.87,684.07,994.62,319.06,42.91,41.65,236.86,3308.53,0,887.6,92.83,80.61,275.25,170.1,14.15,137.52,2880.83,1.09,928.91,3188.36,890.56,3774.32,73.25,931.18,710.04,127.61,62.64,252.18,20.32,59.82
"8",2001,31354.43,101.34,76.06,2585.12,1050.99,126.04,212.19,332.92,79.61,1611.35,1280.69,209.31,986.62,7.35,40.36,1478.54,1674.45,353.04,114.68,106.8,105.15,119.1,491.67,945.68,324.2,0.6,471.57,1601.17,530.54,400.1,526.65,156.48,51.71,46.28,20.08,1608.41,13.24,243.35,85.05,1901.68,174.93,413,533.14,337.07,3.69,126.61,241.65,1019.02,1541.91,625.98,4.31,623.13,281.56,20.92,108.25,130.76,758.8,134.7,26.72,160.33,1389.23,628.55,9774.13,640.25,26.06,2427.04,83.2,176.22,0,2154.33,19.5,0.67,0,3166.15,133.83,946.88,0,15484.85,93.86,3445.3,6459.23,1888.78,263.36,274.94,310.18,7.68,794.23,1466.27,471.49,9.53,74382.06,15553.17,105.56,26587.96,1315.61,3150.43,0,0,106.84,0,0,2337.23,1446.25,1650.9,1614.98,28.83,1369.76,6128.54,3731.47,81.38,1478.68,249.72,433.5,7011.25,14650.56,3700.83,900.59,320.73,853.42,353.33,0,0,241.35,174.31,792.59,207.72,0,26.99,284.09,527.1,363.62,45.31,166.34,45.03,60.91,176.39,0,0,89.98,210.72,500.75,103.68,717.6,230.02,74.73,343.8,538.45,0,739.07,983.82,219.51,148.47,509.31,5910.52,2066.69,2.04,41.35,929.97,0,0,0,122.07,30.06,2097.23,0,604.45,16.66,31491.84,0,8106.45,192.94,504.09,0,527.67,0,548.97,8856.3,0,29.2,4086.59,968.56,3399.22,488.19,0,0,0,782.03,153.72,246.05,265.74,2245.21,57.02,33.89,5472.76,279.92,41.57,378.4,0,4347.11,197.27,287.19,-58.7,31349.2,471.73,912.54,27.48,204.35,0,1795.07,802.99,160.22,0,1448.49,0,93.98,137.58,657.63,40.08,0,0,154.72,6.26,1447.72,1012.37,765.61,1011.93,0,304.31,1771.05,99.8,938.48,570.64,279.62,1004.99,961.92,410.54,2734.04,361.29,722.79,0,1681.76,788.78,194.37,27.77,0,1040.95,799.24,310.73,141.02,134.35,175.34,4744.67,1026.71,337.12,91.58,72.58,525.43,12756.74,10393.82,37.05,1012.96,488.7,806.48,17.73,20025.65,436.7,884.23,339.09,93.43,41.26,232.51,3255.21,0,566.23,51.48,7.13,396.08,60.93,0,200.57,3117.8,1.38,806.28,2887.81,907.73,3789.92,66.74,983.9,366.35,162.03,61.7,235.49,6.34,67.33
"9",2002,31205.74,86.06,70.63,2683.84,1156.29,144.18,243.04,293.85,124.71,1676.27,1083.28,327.62,936.04,14.66,48.12,1476.31,1499.35,244.22,86.57,54.54,85.33,168.55,516.64,819.43,442.94,0.7,472.91,1372.52,521.63,412.94,545.7,135.45,49.1,38.91,14.6,1693.23,14.91,273.82,83.59,2010.92,160.12,438.28,545.46,347.97,2.22,151.26,193.54,1062.81,1557.11,673.21,3.26,573.25,253.78,63.11,89.15,106.43,755.44,156.42,40.67,130.44,1292.45,685.96,7592.19,405.59,16.66,1900.58,37.23,111.71,0,1596.54,13.9,1.03,0,2690.99,84.14,733.82,0,11874.27,134.39,2841.71,4430.63,1452.8,242.95,146.69,256.51,4.05,755.83,1145.73,445.73,17.25,74625.87,17347.03,97.15,25334.46,1024.79,2240.19,0,0,152.03,0,0,3458.27,1444.6,1798.12,1636.59,27.11,1012.88,5854.51,2165.14,20.44,1375.17,114.66,393.43,9129.3,14778.01,3579.64,760.61,330.24,656.31,332.18,0,0,121.03,161.02,901.71,229.37,0,71.91,451.47,891.44,538.4,86.56,129.8,72.12,75.5,0,0,0,36.26,159.43,381.79,81.68,784.08,320.74,105.16,430.69,533.36,0,775.17,1060,279.87,32.5,407.97,7211.79,2187.98,0.25,114.02,1490.84,0,0,0,91.17,13.83,2096.12,0,1192.16,25.42,31987.31,0,8412.83,99.13,642.16,0,894.99,0,470.73,7790.28,0,8.4,4398.33,1571.24,3408.53,498.47,0,0,0,653.15,116.29,491.11,230.81,2195.86,73.95,31.05,5990.42,422.25,93.45,214.29,0,4576.51,189.7,486.83,7.39,29936.82,813.81,806.31,49.17,273.59,0,1479.18,897.34,43.06,0,1216.94,0,54.72,71.57,754.07,13.86,0,76.81,239.75,0,1987.29,1087.58,690.36,575.55,11.16,101.09,1719.42,185.94,922.55,658.31,239.92,869.71,1039.23,265.23,2956,300.34,646.73,0,1325.05,849.16,228.52,32.65,0,1360.22,786.77,345.75,167.72,92.17,39.7,3662.52,1326.13,268.62,167.23,303.87,586.41,11539.83,8852.98,32.86,1028.86,488.19,1082.75,54.19,21219.89,482.13,1083.89,329.83,173.12,16.46,218.71,3210.12,0,700.54,38.25,49.8,603.32,200.05,0,163.77,3204.09,2.81,782.3,2737.83,829.97,3721.95,74.43,1000.7,990.23,152.81,44,283.64,53.76,71.38
"10",2003,32506.73,113.22,74.86,2897.78,1273.08,167.82,262.38,301.03,102.09,1617.17,1067.71,79.38,982.12,3.82,38.51,1484.01,1518.47,321.83,117,39.86,77.46,133.61,553.05,695.25,558.39,0.74,552.35,1490.74,560.49,458.97,594.28,132.07,43.5,41.88,11.16,1784.64,22.34,257.3,103.02,1909.56,188.26,440.86,587.58,351.56,1.19,151.8,211.89,1059.8,1894.84,786.85,1.33,651.28,274.67,78.9,68.03,162.04,804.62,133.92,38.58,95.32,1323.18,757.29,8006.3,466.56,32.47,2343.19,47.87,106.56,0,1234.56,11.34,0.86,0,3032.37,155.08,575.44,0,12321.88,71.11,2540.07,4554.34,2538.78,208.67,95.16,236.1,0,658.65,945.25,454.65,19.1,77541.27,17709.43,113.45,25146.63,1197.85,3408.97,0,0,152.2,0,0,4409.54,1485.58,1666.47,1705.08,24.09,1520.83,6110.45,1611.63,12.99,1593.92,151.12,415.45,9105.59,16323.2,4143.96,898.52,414.53,1166.26,275.77,0,0,79.99,194.7,1176.9,227.76,0,82.1,424.13,972.47,491.48,132.27,125.38,30.18,103.79,18.92,0,0,100.14,148.63,220.02,48,804.87,272.41,121.94,446.4,544.32,0,818.72,1120.67,407.87,31.64,278.46,7614.14,2259.08,62.48,122.93,1608.36,0,0,0,63.46,4.11,2043.83,0,1449.89,0,34518.74,0,8805.99,270.95,606.59,0,1220.62,0,910.75,8636.56,0,57.81,4770.88,1482.4,3297.78,600.99,0,0,0,622.01,52.14,717.78,197.08,2150.05,59.45,58.91,6318.01,513.53,63.41,317.59,0,4618.19,140.01,679.74,-14.46,30110.32,751.36,785.77,37.49,364.25,0,919.32,951.43,25.17,4.98,1108.56,0,50.6,0,818.28,312.59,0,0,340.12,0,1845.07,1073.47,859.27,680.74,4.09,140.65,1665.51,139.93,932.47,639.63,203.28,797.22,1068.63,372.9,3144.76,314.71,333.27,0,1494.92,817.76,200.59,28.66,0,1552.04,854.32,216.36,165.98,146.47,24.62,3923.08,1458.34,219.59,286.49,239.69,712.57,12143.8,9158.21,24.04,1171.41,516.8,1232.59,40.75,25045.79,341.52,1368.35,366.9,125.94,11.38,240.49,3382.76,0,787.66,123.83,21.47,472.04,184.72,0,216.8,3060.45,178.75,636.41,3636.8,961.71,5262.64,131.77,1613.15,870.65,142.21,60.31,313.79,485.02,48.27
"11",2004,32085.94,90.7,69.07,2543.92,1135.99,144.21,237.03,322.51,132.36,1766.03,1335.81,104.3,1012.59,13.37,52.68,1361.61,1502.11,401.36,92.26,37.17,63.28,209.07,568.31,613.74,538.07,0,586.13,1555.37,577.55,455.26,554.01,147.26,52.43,24.28,13.81,1866.1,24.61,276.31,109.64,2114.67,232.89,415.9,559.3,291.49,2.55,100.55,220.03,1098.41,1601.35,683,9.57,658.15,275.36,86.66,36.3,137.58,694.59,165.08,47.91,231.03,1129.95,703.31,7681.43,669.78,46.72,2551.6,14.36,121.47,0,1152.28,13.06,0.53,0,2677.3,171.24,263.09,0,12037.62,105.79,2302.98,4631.47,2166.76,198.98,245.32,94.8,31.61,622.76,1155.42,438.71,43.02,80168.06,17872.83,66.85,27000.39,2497.67,2406.24,0,0,167.86,0,0,3646.7,1604.11,1801.02,1788.66,18.38,1757.09,7448.21,1982.7,24.35,1359.62,0.1,456.09,8269.19,16270.91,3741.2,634.98,241.05,1723.48,424.76,0,0,112.34,88.77,817.68,67.04,0,65.64,477.53,1123.32,383.96,186.77,107.23,30.16,14.35,0,8.76,0,36.16,192.33,299.45,93.69,802.93,555.65,27.33,379.64,522.24,2.6,852.95,1144.91,465.39,54.58,592.04,12054.68,2475.21,8.31,102.47,3697.9,0,0,0,188.44,9.91,2919.28,0,2649.04,4.12,43914.46,6626.84,8097.57,305.38,854.21,0,1535.93,0,1252.83,9243.35,0,95.37,5457.2,1842.81,3128.76,942.66,0,0,0,389.31,27.5,1086.89,461.72,2479.68,66.53,19.92,6756.47,598.68,67.38,263.11,0,4722.14,234.88,934.98,-64.7,30319.75,814.11,1413.31,40.64,396.54,0,1114.27,859.37,67.72,9.67,1105.96,0,62.61,92.06,896.46,1163.33,0,0,549.04,54.27,466,1295.13,229.73,247.56,3.72,102.98,1966.53,95.03,1553.99,1054.5,218.51,752.17,894.35,286.52,3218.55,283.98,231.19,0,1460.94,863.34,153.3,21.9,0,1461.6,985.78,168.83,168.85,104.84,11.25,3379.32,1267.32,208.11,349.38,309.86,399.97,11121.32,8003.88,24.19,1024.33,531.57,1492.87,44.48,26457.11,492.18,1683.61,264.24,69.66,6.1,276.33,3151.42,0,1074.32,188.88,27.79,407.4,349.12,0,95.26,2353.99,325.52,1200.01,4260.35,1043.98,5412.47,152.17,1383.45,1125.2,42.47,79.41,321.98,495.12,174.68
